/home/matt/test-stuff/auto-join/detector/Metadata detector - Parser.ktr,tdwi
/home/matt/test-stuff/auto-join/detector/Metadata detector - determine delimiter.ktr,tdwi
/home/matt/test-stuff/auto-join/detector/Metadata detector - determine fields.ktr,tdwi
/home/matt/test-stuff/auto-join/detector/Metadata detector - main job.kjb,tdwi
